entity,slug,code,year,population,source_url
Kuwait,kuwait,kuwait,2024,4900891,https://worldpopulationreview.com/countries/kuwait
Kuwait,kuwait,kuwait,2025,5026078,https://worldpopulationreview.com/countries/kuwait
Kuwait,kuwait,kuwait,2026,5102773,https://worldpopulationreview.com/countries/kuwait
Kyrgyzstan,kyrgyzstan,kyrgyzstan,2024,7168855,https://worldpopulationreview.com/countries/kyrgyzstan
Kyrgyzstan,kyrgyzstan,kyrgyzstan,2025,7295034,https://worldpopulationreview.com/countries/kyrgyzstan
Kyrgyzstan,kyrgyzstan,kyrgyzstan,2026,7400465,https://worldpopulationreview.com/countries/kyrgyzstan
Laos,laos,laos,2024,7767743,https://worldpopulationreview.com/countries/laos
Laos,laos,laos,2025,7873046,https://worldpopulationreview.com/countries/laos
Laos,laos,laos,2026,7974017,https://worldpopulationreview.com/countries/laos
Latvia,latvia,latvia,2024,1863072,https://worldpopulationreview.com/countries/latvia
Latvia,latvia,latvia,2025,1853559,https://worldpopulationreview.com/countries/latvia
Latvia,latvia,latvia,2026,1835935,https://worldpopulationreview.com/countries/latvia
Lebanon,lebanon,lebanon,2024,5820016,https://worldpopulationreview.com/countries/lebanon
Lebanon,lebanon,lebanon,2025,5849421,https://worldpopulationreview.com/countries/lebanon
Lebanon,lebanon,lebanon,2026,5897467,https://worldpopulationreview.com/countries/lebanon
Lesotho,lesotho,lesotho,2024,2337805,https://worldpopulationreview.com/countries/lesotho
Lesotho,lesotho,lesotho,2025,2363325,https://worldpopulationreview.com/countries/lesotho
Lesotho,lesotho,lesotho,2026,2389336,https://worldpopulationreview.com/countries/lesotho
Liberia,liberia,liberia,2024,5614857,https://worldpopulationreview.com/countries/liberia
Liberia,liberia,liberia,2025,5731206,https://worldpopulationreview.com/countries/liberia
Liberia,liberia,liberia,2026,5853949,https://worldpopulationreview.com/countries/liberia
Libya,libya,libya,2024,7375924,https://worldpopulationreview.com/countries/libya
Libya,libya,libya,2025,7458555,https://worldpopulationreview.com/countries/libya
Libya,libya,libya,2026,7539851,https://worldpopulationreview.com/countries/libya
Liechtenstein,liechtenstein,liechtenstein,2024,39856,https://worldpopulationreview.com/countries/liechtenstein
Liechtenstein,liechtenstein,liechtenstein,2025,40128,https://worldpopulationreview.com/countries/liechtenstein
Liechtenstein,liechtenstein,liechtenstein,2026,40368,https://worldpopulationreview.com/countries/liechtenstein
Lithuania,lithuania,lithuania,2024,2823268,https://worldpopulationreview.com/countries/lithuania
Lithuania,lithuania,lithuania,2025,2830144,https://worldpopulationreview.com/countries/lithuania
Lithuania,lithuania,lithuania,2026,2797338,https://worldpopulationreview.com/countries/lithuania
Luxembourg,luxembourg,luxembourg,2024,670482,https://worldpopulationreview.com/countries/luxembourg
Luxembourg,luxembourg,luxembourg,2025,680453,https://worldpopulationreview.com/countries/luxembourg
Luxembourg,luxembourg,luxembourg,2026,687448,https://worldpopulationreview.com/countries/luxembourg
Macau,macau,macau,2024,714219,https://worldpopulationreview.com/countries/macau
Macau,macau,macau,2025,722007,https://worldpopulationreview.com/countries/macau
Macau,macau,macau,2026,723188,https://worldpopulationreview.com/countries/macau
Madagascar,madagascar,madagascar,2024,31983254,https://worldpopulationreview.com/countries/madagascar
Madagascar,madagascar,madagascar,2025,32740678,https://worldpopulationreview.com/countries/madagascar
Madagascar,madagascar,madagascar,2026,33522052,https://worldpopulationreview.com/countries/madagascar
Malawi,malawi,malawi,2024,21679674,https://worldpopulationreview.com/countries/malawi
Malawi,malawi,malawi,2025,22216120,https://worldpopulationreview.com/countries/malawi
Malawi,malawi,malawi,2026,22785535,https://worldpopulationreview.com/countries/malawi
Malaysia,malaysia,malaysia,2024,35560182,https://worldpopulationreview.com/countries/malaysia
Malaysia,malaysia,malaysia,2025,35977838,https://worldpopulationreview.com/countries/malaysia
Malaysia,malaysia,malaysia,2026,36385115,https://worldpopulationreview.com/countries/malaysia
Maldives,maldives,maldives,2024,524164,https://worldpopulationreview.com/countries/maldives
Maldives,maldives,maldives,2025,529676,https://worldpopulationreview.com/countries/maldives
Maldives,maldives,maldives,2026,531517,https://worldpopulationreview.com/countries/maldives
Mali,mali,mali,2024,24501824,https://worldpopulationreview.com/countries/mali
Mali,mali,mali,2025,25198821,https://worldpopulationreview.com/countries/mali
Mali,mali,mali,2026,25932275,https://worldpopulationreview.com/countries/mali
Malta,malta,malta,2024,539965,https://worldpopulationreview.com/countries/malta
Malta,malta,malta,2025,545405,https://worldpopulationreview.com/countries/malta
Malta,malta,malta,2026,549011,https://worldpopulationreview.com/countries/malta
Marshall Islands,marshall-islands,marshall-islands,2024,37567,https://worldpopulationreview.com/countries/marshall-islands
Marshall Islands,marshall-islands,marshall-islands,2025,36282,https://worldpopulationreview.com/countries/marshall-islands
Marshall Islands,marshall-islands,marshall-islands,2026,35075,https://worldpopulationreview.com/countries/marshall-islands
Martinique,martinique,martinique,2024,343674,https://worldpopulationreview.com/countries/martinique
Martinique,martinique,martinique,2025,340439,https://worldpopulationreview.com/countries/martinique
Martinique,martinique,martinique,2026,337711,https://worldpopulationreview.com/countries/martinique
Mauritania,mauritania,mauritania,2024,5172078,https://worldpopulationreview.com/countries/mauritania
Mauritania,mauritania,mauritania,2025,5315065,https://worldpopulationreview.com/countries/mauritania
Mauritania,mauritania,mauritania,2026,5461319,https://worldpopulationreview.com/countries/mauritania
Mauritius,mauritius,mauritius,2024,1271269,https://worldpopulationreview.com/countries/mauritius
Mauritius,mauritius,mauritius,2025,1268280,https://worldpopulationreview.com/countries/mauritius
Mauritius,mauritius,mauritius,2026,1265059,https://worldpopulationreview.com/countries/mauritius
Mayotte,mayotte,mayotte,2024,326483,https://worldpopulationreview.com/countries/mayotte
Mayotte,mayotte,mayotte,2025,337011,https://worldpopulationreview.com/countries/mayotte
Mayotte,mayotte,mayotte,2026,347536,https://worldpopulationreview.com/countries/mayotte
Mexico,mexico,mexico,2024,130917331,https://worldpopulationreview.com/countries/mexico
Mexico,mexico,mexico,2025,131946900,https://worldpopulationreview.com/countries/mexico
Mexico,mexico,mexico,2026,132997658,https://worldpopulationreview.com/countries/mexico
Micronesia,micronesia,micronesia,2024,113130,https://worldpopulationreview.com/countries/micronesia
Micronesia,micronesia,micronesia,2025,113683,https://worldpopulationreview.com/countries/micronesia
Micronesia,micronesia,micronesia,2026,114183,https://worldpopulationreview.com/countries/micronesia
Moldova,moldova,moldova,2024,3010711,https://worldpopulationreview.com/countries/moldova
Moldova,moldova,moldova,2025,2996106,https://worldpopulationreview.com/countries/moldova
Moldova,moldova,moldova,2026,2961253,https://worldpopulationreview.com/countries/moldova
Monaco,monaco,monaco,2024,38283,https://worldpopulationreview.com/countries/monaco
Monaco,monaco,monaco,2025,38341,https://worldpopulationreview.com/countries/monaco
Monaco,monaco,monaco,2026,38087,https://worldpopulationreview.com/countries/monaco
Mongolia,mongolia,mongolia,2024,3471837,https://worldpopulationreview.com/countries/mongolia
Mongolia,mongolia,mongolia,2025,3517100,https://worldpopulationreview.com/countries/mongolia
Mongolia,mongolia,mongolia,2026,3556798,https://worldpopulationreview.com/countries/mongolia
Montenegro,montenegro,montenegro,2024,627770,https://worldpopulationreview.com/countries/montenegro
Montenegro,montenegro,montenegro,2025,632729,https://worldpopulationreview.com/countries/montenegro
Montenegro,montenegro,montenegro,2026,626233,https://worldpopulationreview.com/countries/montenegro
Montserrat,montserrat,montserrat,2024,4389,https://worldpopulationreview.com/countries/montserrat
Montserrat,montserrat,montserrat,2025,4359,https://worldpopulationreview.com/countries/montserrat
Montserrat,montserrat,montserrat,2026,4328,https://worldpopulationreview.com/countries/montserrat
Morocco,morocco,morocco,2024,38061458,https://worldpopulationreview.com/countries/morocco
Morocco,morocco,morocco,2025,38430770,https://worldpopulationreview.com/countries/morocco
Morocco,morocco,morocco,2026,38762441,https://worldpopulationreview.com/countries/morocco
Mozambique,mozambique,mozambique,2024,34662060,https://worldpopulationreview.com/countries/mozambique
Mozambique,mozambique,mozambique,2025,35631653,https://worldpopulationreview.com/countries/mozambique
Mozambique,mozambique,mozambique,2026,36639851,https://worldpopulationreview.com/countries/mozambique
Myanmar,myanmar,myanmar,2024,54483823,https://worldpopulationreview.com/countries/myanmar
Myanmar,myanmar,myanmar,2025,54850648,https://worldpopulationreview.com/countries/myanmar
Myanmar,myanmar,myanmar,2026,55184819,https://worldpopulationreview.com/countries/myanmar
Namibia,namibia,namibia,2024,3020005,https://worldpopulationreview.com/countries/namibia
Namibia,namibia,namibia,2025,3092816,https://worldpopulationreview.com/countries/namibia
Namibia,namibia,namibia,2026,3153246,https://worldpopulationreview.com/countries/namibia
Nauru,nauru,nauru,2024,11949,https://worldpopulationreview.com/countries/nauru
Nauru,nauru,nauru,2025,12025,https://worldpopulationreview.com/countries/nauru
Nauru,nauru,nauru,2026,12101,https://worldpopulationreview.com/countries/nauru
Nepal,nepal,nepal,2024,29487809,https://worldpopulationreview.com/countries/nepal
Nepal,nepal,nepal,2025,29618118,https://worldpopulationreview.com/countries/nepal
Nepal,nepal,nepal,2026,29629410,https://worldpopulationreview.com/countries/nepal
Netherlands,netherlands,netherlands,2024,18204801,https://worldpopulationreview.com/countries/netherlands
Netherlands,netherlands,netherlands,2025,18346819,https://worldpopulationreview.com/countries/netherlands
Netherlands,netherlands,netherlands,2026,18448775,https://worldpopulationreview.com/countries/netherlands
New Caledonia,new-caledonia,new-caledonia,2024,293102,https://worldpopulationreview.com/countries/new-caledonia
New Caledonia,new-caledonia,new-caledonia,2025,295333,https://worldpopulationreview.com/countries/new-caledonia
New Caledonia,new-caledonia,new-caledonia,2026,297892,https://worldpopulationreview.com/countries/new-caledonia
New Zealand,new-zealand,new-zealand,2024,5215498,https://worldpopulationreview.com/countries/new-zealand
New Zealand,new-zealand,new-zealand,2025,5251899,https://worldpopulationreview.com/countries/new-zealand
New Zealand,new-zealand,new-zealand,2026,5287479,https://worldpopulationreview.com/countries/new-zealand
Nicaragua,nicaragua,nicaragua,2024,6919055,https://worldpopulationreview.com/countries/nicaragua
Nicaragua,nicaragua,nicaragua,2025,7007502,https://worldpopulationreview.com/countries/nicaragua
Nicaragua,nicaragua,nicaragua,2026,7097329,https://worldpopulationreview.com/countries/nicaragua
Niger,niger,niger,2024,27077787,https://worldpopulationreview.com/countries/niger
Niger,niger,niger,2025,27917831,https://worldpopulationreview.com/countries/niger
Niger,niger,niger,2026,28814878,https://worldpopulationreview.com/countries/niger
Nigeria,nigeria,nigeria,2024,232821462,https://worldpopulationreview.com/countries/nigeria
Nigeria,nigeria,nigeria,2025,237527782,https://worldpopulationreview.com/countries/nigeria
Nigeria,nigeria,nigeria,2026,242431832,https://worldpopulationreview.com/countries/nigeria
Niue,niue,niue,2024,1817,https://worldpopulationreview.com/countries/niue
Niue,niue,niue,2025,1821,https://worldpopulationreview.com/countries/niue
Niue,niue,niue,2026,1822,https://worldpopulationreview.com/countries/niue
North Korea,north-korea,north-korea,2024,26484091,https://worldpopulationreview.com/countries/north-korea
North Korea,north-korea,north-korea,2025,26571036,https://worldpopulationreview.com/countries/north-korea
North Korea,north-korea,north-korea,2026,26633691,https://worldpopulationreview.com/countries/north-korea
North Macedonia,north-macedonia,north-macedonia,2024,1825436,https://worldpopulationreview.com/countries/north-macedonia
North Macedonia,north-macedonia,north-macedonia,2025,1813791,https://worldpopulationreview.com/countries/north-macedonia
North Macedonia,north-macedonia,north-macedonia,2026,1804063,https://worldpopulationreview.com/countries/north-macedonia
Northern Mariana Islands,northern-mariana-islands,northern-mariana-islands,2024,44338,https://worldpopulationreview.com/countries/northern-mariana-islands
Northern Mariana Islands,northern-mariana-islands,northern-mariana-islands,2025,43541,https://worldpopulationreview.com/countries/northern-mariana-islands
Northern Mariana Islands,northern-mariana-islands,northern-mariana-islands,2026,42914,https://worldpopulationreview.com/countries/northern-mariana-islands
Norway,norway,norway,2024,5574312,https://worldpopulationreview.com/countries/norway
Norway,norway,norway,2025,5623071,https://worldpopulationreview.com/countries/norway
Norway,norway,norway,2026,5652989,https://worldpopulationreview.com/countries/norway
Oman,oman,oman,2024,5300252,https://worldpopulationreview.com/countries/oman
Oman,oman,oman,2025,5494691,https://worldpopulationreview.com/countries/oman
Oman,oman,oman,2026,5671458,https://worldpopulationreview.com/countries/oman
Pakistan,pakistan,pakistan,2024,251175992,https://worldpopulationreview.com/countries/pakistan
Pakistan,pakistan,pakistan,2025,255219554,https://worldpopulationreview.com/countries/pakistan
Pakistan,pakistan,pakistan,2026,259299791,https://worldpopulationreview.com/countries/pakistan
Palau,palau,palau,2024,17689,https://worldpopulationreview.com/countries/palau
Palau,palau,palau,2025,17663,https://worldpopulationreview.com/countries/palau
Palau,palau,palau,2026,17614,https://worldpopulationreview.com/countries/palau
Palestine,palestine,palestine,2024,5485637,https://worldpopulationreview.com/countries/palestine
Palestine,palestine,palestine,2025,5589623,https://worldpopulationreview.com/countries/palestine
Palestine,palestine,palestine,2026,5692790,https://worldpopulationreview.com/countries/palestine
Panama,panama,panama,2024,4515603,https://worldpopulationreview.com/countries/panama
Panama,panama,panama,2025,4571189,https://worldpopulationreview.com/countries/panama
Panama,panama,panama,2026,4625718,https://worldpopulationreview.com/countries/panama
Papua New Guinea,papua-new-guinea,papua-new-guinea,2024,10573403,https://worldpopulationreview.com/countries/papua-new-guinea
Papua New Guinea,papua-new-guinea,papua-new-guinea,2025,10762817,https://worldpopulationreview.com/countries/papua-new-guinea
Papua New Guinea,papua-new-guinea,papua-new-guinea,2026,10947848,https://worldpopulationreview.com/countries/papua-new-guinea
Paraguay,paraguay,paraguay,2024,6931210,https://worldpopulationreview.com/countries/paraguay
Paraguay,paraguay,paraguay,2025,7013078,https://worldpopulationreview.com/countries/paraguay
Paraguay,paraguay,paraguay,2026,7095279,https://worldpopulationreview.com/countries/paraguay
Peru,peru,peru,2024,34229048,https://worldpopulationreview.com/countries/peru
Peru,peru,peru,2025,34576665,https://worldpopulationreview.com/countries/peru
Peru,peru,peru,2026,34922148,https://worldpopulationreview.com/countries/peru
Philippines,philippines,philippines,2024,115845822,https://worldpopulationreview.com/countries/philippines
Philippines,philippines,philippines,2025,116786962,https://worldpopulationreview.com/countries/philippines
Philippines,philippines,philippines,2026,117724471,https://worldpopulationreview.com/countries/philippines
Poland,poland,poland,2024,38146930,https://worldpopulationreview.com/countries/poland
Poland,poland,poland,2025,38140910,https://worldpopulationreview.com/countries/poland
Poland,poland,poland,2026,37843188,https://worldpopulationreview.com/countries/poland
Portugal,portugal,portugal,2024,10403571,https://worldpopulationreview.com/countries/portugal
Portugal,portugal,portugal,2025,10411834,https://worldpopulationreview.com/countries/portugal
Portugal,portugal,portugal,2026,10395362,https://worldpopulationreview.com/countries/portugal
Puerto Rico,puerto-rico,puerto-rico,2024,3243392,https://worldpopulationreview.com/countries/puerto-rico
Puerto Rico,puerto-rico,puerto-rico,2025,3235289,https://worldpopulationreview.com/countries/puerto-rico
Puerto Rico,puerto-rico,puerto-rico,2026,3222688,https://worldpopulationreview.com/countries/puerto-rico
Qatar,qatar,qatar,2024,3053386,https://worldpopulationreview.com/countries/qatar
Qatar,qatar,qatar,2025,3115889,https://worldpopulationreview.com/countries/qatar
Qatar,qatar,qatar,2026,3173559,https://worldpopulationreview.com/countries/qatar
Republic Of The Congo,republic-of-the-congo,republic-of-the-congo,2024,6338108,https://worldpopulationreview.com/countries/republic-of-the-congo
Republic Of The Congo,republic-of-the-congo,republic-of-the-congo,2025,6484437,https://worldpopulationreview.com/countries/republic-of-the-congo
Republic Of The Congo,republic-of-the-congo,republic-of-the-congo,2026,6637785,https://worldpopulationreview.com/countries/republic-of-the-congo
Reunion,reunion,reunion,2024,878213,https://worldpopulationreview.com/countries/reunion
Reunion,reunion,reunion,2025,882405,https://worldpopulationreview.com/countries/reunion
Reunion,reunion,reunion,2026,886298,https://worldpopulationreview.com/countries/reunion
Romania,romania,romania,2024,19005414,https://worldpopulationreview.com/countries/romania
Romania,romania,romania,2025,18908650,https://worldpopulationreview.com/countries/romania
Romania,romania,romania,2026,18800605,https://worldpopulationreview.com/countries/romania
Russia,russia,russia,2024,144472174,https://worldpopulationreview.com/countries/russia
Russia,russia,russia,2025,143997393,https://worldpopulationreview.com/countries/russia
Russia,russia,russia,2026,143394458,https://worldpopulationreview.com/countries/russia
Rwanda,rwanda,rwanda,2024,14268640,https://worldpopulationreview.com/countries/rwanda
Rwanda,rwanda,rwanda,2025,14569341,https://worldpopulationreview.com/countries/rwanda
Rwanda,rwanda,rwanda,2026,14889693,https://worldpopulationreview.com/countries/rwanda
Saint Barthelemy,saint-barthelemy,saint-barthelemy,2024,11240,https://worldpopulationreview.com/countries/saint-barthelemy
Saint Barthelemy,saint-barthelemy,saint-barthelemy,2025,11414,https://worldpopulationreview.com/countries/saint-barthelemy
Saint Barthelemy,saint-barthelemy,saint-barthelemy,2026,11550,https://worldpopulationreview.com/countries/saint-barthelemy
Saint Helena Ascension And Tristan Da Cunha,saint-helena-ascension-and-tristan-da-cunha,saint-helena-ascension-and-tristan-da-cunha,2024,5244,https://worldpopulationreview.com/countries/saint-helena-ascension-and-tristan-da-cunha
Saint Helena Ascension And Tristan Da Cunha,saint-helena-ascension-and-tristan-da-cunha,saint-helena-ascension-and-tristan-da-cunha,2025,5197,https://worldpopulationreview.com/countries/saint-helena-ascension-and-tristan-da-cunha
Saint Helena Ascension And Tristan Da Cunha,saint-helena-ascension-and-tristan-da-cunha,saint-helena-ascension-and-tristan-da-cunha,2026,5147,https://worldpopulationreview.com/countries/saint-helena-ascension-and-tristan-da-cunha
Saint Kitts And Nevis,saint-kitts-and-nevis,saint-kitts-and-nevis,2024,46912,https://worldpopulationreview.com/countries/saint-kitts-and-nevis
Saint Kitts And Nevis,saint-kitts-and-nevis,saint-kitts-and-nevis,2025,46922,https://worldpopulationreview.com/countries/saint-kitts-and-nevis
Saint Kitts And Nevis,saint-kitts-and-nevis,saint-kitts-and-nevis,2026,46992,https://worldpopulationreview.com/countries/saint-kitts-and-nevis
Saint Lucia,saint-lucia,saint-lucia,2024,179769,https://worldpopulationreview.com/countries/saint-lucia
Saint Lucia,saint-lucia,saint-lucia,2025,180149,https://worldpopulationreview.com/countries/saint-lucia
Saint Lucia,saint-lucia,saint-lucia,2026,180488,https://worldpopulationreview.com/countries/saint-lucia
Saint Martin,saint-martin,saint-martin,2024,26310,https://worldpopulationreview.com/countries/saint-martin
Saint Martin,saint-martin,saint-martin,2025,24941,https://worldpopulationreview.com/countries/saint-martin
Saint Martin,saint-martin,saint-martin,2026,23898,https://worldpopulationreview.com/countries/saint-martin
Saint Pierre And Miquelon,saint-pierre-and-miquelon,saint-pierre-and-miquelon,2024,5625,https://worldpopulationreview.com/countries/saint-pierre-and-miquelon
Saint Pierre And Miquelon,saint-pierre-and-miquelon,saint-pierre-and-miquelon,2025,5574,https://worldpopulationreview.com/countries/saint-pierre-and-miquelon
Saint Pierre And Miquelon,saint-pierre-and-miquelon,saint-pierre-and-miquelon,2026,5513,https://worldpopulationreview.com/countries/saint-pierre-and-miquelon
Saint Vincent And The Grenadines,saint-vincent-and-the-grenadines,saint-vincent-and-the-grenadines,2024,100644,https://worldpopulationreview.com/countries/saint-vincent-and-the-grenadines
Saint Vincent And The Grenadines,saint-vincent-and-the-grenadines,saint-vincent-and-the-grenadines,2025,99924,https://worldpopulationreview.com/countries/saint-vincent-and-the-grenadines
Saint Vincent And The Grenadines,saint-vincent-and-the-grenadines,saint-vincent-and-the-grenadines,2026,99245,https://worldpopulationreview.com/countries/saint-vincent-and-the-grenadines
Samoa,samoa,samoa,2024,217834,https://worldpopulationreview.com/countries/samoa
Samoa,samoa,samoa,2025,219306,https://worldpopulationreview.com/countries/samoa
Samoa,samoa,samoa,2026,220528,https://worldpopulationreview.com/countries/samoa
San Marino,san-marino,san-marino,2024,33811,https://worldpopulationreview.com/countries/san-marino
San Marino,san-marino,san-marino,2025,33572,https://worldpopulationreview.com/countries/san-marino
San Marino,san-marino,san-marino,2026,33605,https://worldpopulationreview.com/countries/san-marino
Sao Tome And Principe,sao-tome-and-principe,sao-tome-and-principe,2024,235690,https://worldpopulationreview.com/countries/sao-tome-and-principe
Sao Tome And Principe,sao-tome-and-principe,sao-tome-and-principe,2025,240254,https://worldpopulationreview.com/countries/sao-tome-and-principe
Sao Tome And Principe,sao-tome-and-principe,sao-tome-and-principe,2026,244994,https://worldpopulationreview.com/countries/sao-tome-and-principe
Saudi Arabia,saudi-arabia,saudi-arabia,2024,33851304,https://worldpopulationreview.com/countries/saudi-arabia
Saudi Arabia,saudi-arabia,saudi-arabia,2025,34566328,https://worldpopulationreview.com/countries/saudi-arabia
Saudi Arabia,saudi-arabia,saudi-arabia,2026,35165787,https://worldpopulationreview.com/countries/saudi-arabia
Senegal,senegal,senegal,2024,18503417,https://worldpopulationreview.com/countries/senegal
Senegal,senegal,senegal,2025,18931966,https://worldpopulationreview.com/countries/senegal
Senegal,senegal,senegal,2026,19366548,https://worldpopulationreview.com/countries/senegal
Serbia,serbia,serbia,2024,6732794,https://worldpopulationreview.com/countries/serbia
Serbia,serbia,serbia,2025,6689039,https://worldpopulationreview.com/countries/serbia
Serbia,serbia,serbia,2026,6641964,https://worldpopulationreview.com/countries/serbia
Seychelles,seychelles,seychelles,2024,130281,https://worldpopulationreview.com/countries/seychelles
Seychelles,seychelles,seychelles,2025,132779,https://worldpopulationreview.com/countries/seychelles
Seychelles,seychelles,seychelles,2026,134959,https://worldpopulationreview.com/countries/seychelles
Sierra Leone,sierra-leone,sierra-leone,2024,8638347,https://worldpopulationreview.com/countries/sierra-leone
Sierra Leone,sierra-leone,sierra-leone,2025,8819794,https://worldpopulationreview.com/countries/sierra-leone
Sierra Leone,sierra-leone,sierra-leone,2026,8996745,https://worldpopulationreview.com/countries/sierra-leone
Singapore,singapore,singapore,2024,5820630,https://worldpopulationreview.com/countries/singapore
Singapore,singapore,singapore,2025,5870750,https://worldpopulationreview.com/countries/singapore
Singapore,singapore,singapore,2026,5905748,https://worldpopulationreview.com/countries/singapore
Sint Maarten,sint-maarten,sint-maarten,2024,43340,https://worldpopulationreview.com/countries/sint-maarten
Sint Maarten,sint-maarten,sint-maarten,2025,43923,https://worldpopulationreview.com/countries/sint-maarten
Sint Maarten,sint-maarten,sint-maarten,2026,44447,https://worldpopulationreview.com/countries/sint-maarten
Slovakia,slovakia,slovakia,2024,5470910,https://worldpopulationreview.com/countries/slovakia
Slovakia,slovakia,slovakia,2025,5474881,https://worldpopulationreview.com/countries/slovakia
Slovakia,slovakia,slovakia,2026,5451342,https://worldpopulationreview.com/countries/slovakia
Slovenia,slovenia,slovenia,2024,2114141,https://worldpopulationreview.com/countries/slovenia
Slovenia,slovenia,slovenia,2025,2117072,https://worldpopulationreview.com/countries/slovenia
Slovenia,slovenia,slovenia,2026,2114573,https://worldpopulationreview.com/countries/slovenia
Solomon Islands,solomon-islands,solomon-islands,2024,819816,https://worldpopulationreview.com/countries/solomon-islands
Solomon Islands,solomon-islands,solomon-islands,2025,838645,https://worldpopulationreview.com/countries/solomon-islands
Solomon Islands,solomon-islands,solomon-islands,2026,858288,https://worldpopulationreview.com/countries/solomon-islands
Somalia,somalia,somalia,2024,19054029,https://worldpopulationreview.com/countries/somalia
Somalia,somalia,somalia,2025,19654739,https://worldpopulationreview.com/countries/somalia
Somalia,somalia,somalia,2026,20305907,https://worldpopulationreview.com/countries/somalia
South Africa,south-africa,south-africa,2024,63910331,https://worldpopulationreview.com/countries/south-africa
South Africa,south-africa,south-africa,2025,64747319,https://worldpopulationreview.com/countries/south-africa
South Africa,south-africa,south-africa,2026,65453084,https://worldpopulationreview.com/countries/south-africa
South Korea,south-korea,south-korea,2024,51705320,https://worldpopulationreview.com/countries/south-korea
South Korea,south-korea,south-korea,2025,51667029,https://worldpopulationreview.com/countries/south-korea
South Korea,south-korea,south-korea,2026,51600388,https://worldpopulationreview.com/countries/south-korea
South Sudan,south-sudan,south-sudan,2024,11890724,https://worldpopulationreview.com/countries/south-sudan
South Sudan,south-sudan,south-sudan,2025,12188788,https://worldpopulationreview.com/countries/south-sudan
South Sudan,south-sudan,south-sudan,2026,12436037,https://worldpopulationreview.com/countries/south-sudan
Spain,spain,spain,2024,47847864,https://worldpopulationreview.com/countries/spain
Spain,spain,spain,2025,47889958,https://worldpopulationreview.com/countries/spain
Spain,spain,spain,2026,47850793,https://worldpopulationreview.com/countries/spain
Sri Lanka,sri-lanka,sri-lanka,2024,23095937,https://worldpopulationreview.com/countries/sri-lanka
Sri Lanka,sri-lanka,sri-lanka,2025,23229470,https://worldpopulationreview.com/countries/sri-lanka
Sri Lanka,sri-lanka,sri-lanka,2026,23348315,https://worldpopulationreview.com/countries/sri-lanka
Sudan,sudan,sudan,2024,50687564,https://worldpopulationreview.com/countries/sudan
Sudan,sudan,sudan,2025,51662147,https://worldpopulationreview.com/countries/sudan
Sudan,sudan,sudan,2026,53282719,https://worldpopulationreview.com/countries/sudan
Suriname,suriname,suriname,2024,634343,https://worldpopulationreview.com/countries/suriname
Suriname,suriname,suriname,2025,639850,https://worldpopulationreview.com/countries/suriname
Suriname,suriname,suriname,2026,645256,https://worldpopulationreview.com/countries/suriname
Sweden,sweden,sweden,2024,10596044,https://worldpopulationreview.com/countries/sweden
Sweden,sweden,sweden,2025,10656633,https://worldpopulationreview.com/countries/sweden
Sweden,sweden,sweden,2026,10701047,https://worldpopulationreview.com/countries/sweden
Switzerland,switzerland,switzerland,2024,8902042,https://worldpopulationreview.com/countries/switzerland
Switzerland,switzerland,switzerland,2025,8967407,https://worldpopulationreview.com/countries/switzerland
Switzerland,switzerland,switzerland,2026,9007798,https://worldpopulationreview.com/countries/switzerland
Syria,syria,syria,2024,24706227,https://worldpopulationreview.com/countries/syria
Syria,syria,syria,2025,25620427,https://worldpopulationreview.com/countries/syria
Syria,syria,syria,2026,26472497,https://worldpopulationreview.com/countries/syria
Taiwan,taiwan,taiwan,2024,23222926,https://worldpopulationreview.com/countries/taiwan
Taiwan,taiwan,taiwan,2025,23112793,https://worldpopulationreview.com/countries/taiwan
Taiwan,taiwan,taiwan,2026,23011292,https://worldpopulationreview.com/countries/taiwan
Tajikistan,tajikistan,tajikistan,2024,10579249,https://worldpopulationreview.com/countries/tajikistan
Tajikistan,tajikistan,tajikistan,2025,10786734,https://worldpopulationreview.com/countries/tajikistan
Tajikistan,tajikistan,tajikistan,2026,10978599,https://worldpopulationreview.com/countries/tajikistan
Tanzania,tanzania,tanzania,2024,68631252,https://worldpopulationreview.com/countries/tanzania
Tanzania,tanzania,tanzania,2025,70545865,https://worldpopulationreview.com/countries/tanzania
Tanzania,tanzania,tanzania,2026,72563780,https://worldpopulationreview.com/countries/tanzania
Thailand,thailand,thailand,2024,71624187,https://worldpopulationreview.com/countries/thailand
Thailand,thailand,thailand,2025,71619863,https://worldpopulationreview.com/countries/thailand
Thailand,thailand,thailand,2026,71559614,https://worldpopulationreview.com/countries/thailand
Timor Leste,timor-leste,timor-leste,2024,1400024,https://worldpopulationreview.com/countries/timor-leste
Timor Leste,timor-leste,timor-leste,2025,1418517,https://worldpopulationreview.com/countries/timor-leste
Timor Leste,timor-leste,timor-leste,2026,1436923,https://worldpopulationreview.com/countries/timor-leste
Togo,togo,togo,2024,9511230,https://worldpopulationreview.com/countries/togo
Togo,togo,togo,2025,9721608,https://worldpopulationreview.com/countries/togo
Togo,togo,togo,2026,9930918,https://worldpopulationreview.com/countries/togo
Tokelau,tokelau,tokelau,2024,2512,https://worldpopulationreview.com/countries/tokelau
Tokelau,tokelau,tokelau,2025,2608,https://worldpopulationreview.com/countries/tokelau
Tokelau,tokelau,tokelau,2026,2691,https://worldpopulationreview.com/countries/tokelau
Tonga,tonga,tonga,2024,104134,https://worldpopulationreview.com/countries/tonga
